zipcode
42120
72315
29575
80025
19021
79243
30124
44424
56071
72744
37049
31041
06810
56036
63028
63767
65755
98304
00730
46573
44333
57660
72635
32780
07514
65039
71647
20202
62432
95670
80125
82410
99725
02457
33856
82435
99180
33160
24920
88120
92503
72628
76629
16027
22125
83321
04761
16917
30552
30047
24440
02643
39365
43972
07452
78231
32767
06481
61561
50310
68464
77613
90506
84088
08241
45449
66512
80476
22572
10465
76637
10709
68164
51541
57033
73526
75480
14032
12183
74766
16637
92782
35959
76520
98858
11934
64437
65463
47925
57794
99649
07436
95553
13145
74937
47992
04978
01001
64642
37853
67751
19940
95901
05661
52101
49008
40513
30337
33139
84744
68747
49048
04057
24557
01003
62426
17815
95671
46818
78516
15313
14048
63954
48032
19081
35968
37115
47977
79054
10926
10468
49070
97504
33034
28211
53821
65784
28170
65062
47060
75965
55077
76599
38945
47562
94505
56016
73097
66413
52030
36750
15926
73572
67639
54028
95488
19033
74134
30628
85083
73663
63041
17936
05681
07737
60304
67207
67492
85621
66532
15957
95050
37604
33578
22546
47941
53130
95939
29340
61329
24916
29653
90018
46348
46013
00927
93940
98438
36518
32214
25140
40207
47648
18964
22627
71034
39367
59540
05036
73013
49864
83861
64063
46154
22719
83287
68720
81062
79001
18927
66048
12032
79756
98244
37806
04276
21287
33534
12863
42050
76554
18411
49272
97471
74033
27556
13088
47306
77087
18101
48821
52333
63937
93541
46531
75656
27252
48205
96145
44114
20228
84751
61250
29687
66946
33701
30220
25206
78225
93605
53170
79363
93067
95832
45868
55331
45853
68345
96123
05086
67735
53526
38915
48506
57039
94516
67745
28629
76642
11961
13367
31421
12581
59029
67736
21061
30334
56685
57569
75708
70555
98546
24067
66440
53522
58734
55353
84059
94010
36034
37087
05666
04349
01109
23883
25564
50851
38873
87017
54125
45064
50651
32332
89403
24323
84309
48933
50592
62257
23879
47167
50676
07092
11569
36602
70759
24828
32547
06070
99636
63742
66713
13850
76180
84015
42202
10994
80908
72032
30635
68662
18518
23437
04254
92673
60188
07803
79325
95616
16503
31084
49337
59721
02492
54026
20634
49449
55057
43755
15201
30707
89046
89052
71678
47036
56484
99688
62946
31722
17922
63379
17951
65555
40310
33905
72534
81022
32631
72658
47273
44232
47164
03832
32750
99206
45041
81434
67501
21640
69334
87831
49819
33956
33860
38922
11235
04658
73438
58765
67452
18461
76230
03782
65231
87327
48140
55424
16041
18833
33071
64742
70464
34436
74556
35769
43463
39183
99036
78656
55926
03451
93276
96821
45417
13452
95642
92831
28653
26241
73544
27299
89420
24534
73078
54748
72703
05730
12884
67441
04758
04006
84528
44077
10527
49713
99624
55812
53930
56760
75019
27828
06417
33614
54843
98280
95688
12027
75081
68357
33815
92309
39750
27208
06472
16641
56580
76825
74075
79378
82514
23668
42631
59337
27305
55969
51249
30350
14069
27405
71222
67764
68659
66441
18622
55073
78237
74964
93656
71852
22508
42252
65049
61802
99111
39743
67137
04979
19802
59024
76455
92320
96061
77868
60479
54004
57650
50169
21244
13608
58711
95977
56321
97732
36866
23063
66538
30650
44841
95828
00683
58343
85213
74437
33841
48117
22576
66054
49959
06013
34243
00772
54021
68651
33101
12076
74872
72734
49091
89433
84320
06067
37931
27840
72112
29105
43450
70062
75554
20169
74425
85338
49929
67564
33919
58075
48637
57332
47975
48627
44011
05101
28347
99685
12814
49402
82637
28372
75765
35133
76523
12764
37130
38109
49232
47174
93615
32744
96704
03291
24482
34293
13026
83446
94525
57103
23423
15338
84029
22311
75903
03282
75050
17103
60435
49266
99371
60510
54541
34609
28071
34203
97416
33542
98037
02420
28901
77502
48762
68370
07067
77964
64052
21610
68838
72366
15220
72413
07432
78145
28119
87508
74851
35060
65675
94534
36005
37680
75633
75209
15611
95524
49425
95320
67625
25444
06254
02725
68127
32096
55123
29163
21864
27110
41754
53726
36553
96135
32233
15429
01151
95205
87364
12966
16510
90052
33054
14004
44866
15461
59033
04673
25571
45720
52205
96023
93660
10537
07041
46624
04222
46106
43528
99628
02875
62081
29081
29929
45826
59844
79039
35622
91602
61816
88040
54201
48838
36571
96713
32128
32065
15045
12134
78113
26810
85142
33330
76873
20782
75657
95842
62825
30354
00962
74036
59011
96726
36617
36505
43749
68454
32771
05663
40245
49435
02138
12404
85924
97390
50316
04616
26074
80624
77388
24808
42743
13411
62050
19703
28654
35559
58651
17702
43035
06117
04945
14782
01607
86435
13856
38851
19079
14135
17202
27807
25168
98075
51532
23606
06784
27519
78026
54245
56228
97117
41612
02128
87317
04912
44056
91932
43442
16733
04862
07643
65077
29384
19805
15219
95615
46743
38387
20052
97221
43547
45002
14813
71743
62895
90742
92054
83654
45176
86508
81055
68137
62017
05069
27330
97451
97106
50842
22448
08812
07502
13612
83646
65338
48098
55150
47860
07026
12010
37825
95124
70653
54442
10314
85743
37863
44502
12078
95618
27893
83535
81635
59825
36512
05363
54161
60552
58577
15661
13760
84060
95982
43610
85328
21154
46772
16860
55708
28512
02537
84008
38103
70052
62691
74753
15860
65529
98535
98250
87823
26361
06615
94947
66614
68036
52572
34432
64503
88318
74839
12811
67740
49452
81045
18357
51018
